mode,total_stepcount,number_closed_box,total_time,average_steptime,score,goal_dist,crowdedness,branch_complex,map_complex
1,83,2,16.726856744057887,0.20152839450672153,8,1,7,1,5
1,84,2,16.917008477811112,0.20139295806917992,8,1,5,1,5
1,85,1,17.089622743918145,0.2010543852225664,9,1,7,1,5
1,86,1,17.274083524419925,0.20086143633046424,9,2,7,1,5
1,87,1,17.468801599798514,0.2007908229861898,9,2,7,1,5
1,88,1,17.758562186601832,0.20180184302956627,9,2,10,1,5
1,89,1,17.973329059624934,0.20194751752387566,9,2,11,1,5
1,90,1,18.22998090647091,0.20255534340523235,9,2,11,1,5
1,91,1,18.503818508446816,0.203338664927987,9,4,8,1,5
1,92,1,18.774921752846755,0.20407523644398645,9,6,6,1,5
1,93,1,19.033047950139714,0.20465642957139477,9,8,5,1,5
1,94,1,19.18926593926781,0.20414112701348733,9,5,5,1,5
